lsoa.code,lsoa.popn
E01013756,1929
E01013757,1667
E01013759,1960
E01013763,2052
E01013764,1634
E01013765,1696
E01013766,1852
E01013633,1649
E01013634,1537
E01013637,1962
E01013639,1458
E01013641,1608
E01013635,1492
E01013636,1361
E01013775,2142
E01013777,1579
E01013642,1816
E01013643,1839
E01013649,1536
E01013650,1798
E01013702,1574
E01013710,1409
E01013711,1615
E01013613,1647
E01013614,1566
E01013687,1576
E01013688,1450
E01013703,1293
E01013704,1433
E01013706,1627
E01013707,1603
E01013712,1511
E01013608,1550
E01013609,1574
E01013610,1701
E01013611,1575
E01013612,1540
E01013678,1645
E01013679,1564
E01013691,1661
E01013692,1414
E01013693,1485
E01013673,1549
E01013674,1620
E01013675,1630
E01013676,1969
E01013677,1543
E01013695,1528
E01013698,1535
E01013767,1535
E01013768,1532
E01013772,1600
E01032597,1445
E01013689,1835
E01013690,1539
E01013705,1580
E01013709,1581
E01032599,1580
E01013722,1751
E01013727,1497
E01013730,1573
E01013731,1625
E01032602,1670
E01013646,2740
E01013647,2491
E01013648,2684
E01032875,1900
E01032867,1799
E01032868,1687
E01032872,1198
E01032873,1324
E06000018,303899
E01013887,1526
E01013892,1402
E01013893,1356
E01013894,1469
E01013879,1290
E01013880,1528
E01013881,1498
E01013882,1424
E01013885,1658
E01013886,1440
E01013888,1497
E01013889,1656
E01013890,1541
E01013891,1679
E01013875,1370
E01013876,1791
E01013877,1398
E01013878,1300
E01013883,1526
E01013884,1353
E01013853,1463
E01013854,1425
E01013855,1597
E01013856,1606
E01033397,1750
E01033398,1141
E01013963,1568
E01013964,1673
E01013965,1484
E01013966,1416
E01013967,1784
E01013827,1480
E01013828,1645
E01013834,1600
E01013835,1637
E01013836,1868
E01013829,1622
E01013830,1660
E01013831,1560
E01013832,1757
E01013833,1341
E01013935,1521
E01013968,1300
E01013969,1599
E01013970,1546
E01013971,1524
E01013817,1698
E01013818,1775
E01013822,1697
E01013825,1842
E01013826,1935
E01013837,1764
E01013838,1797
E01013839,1754
E01013840,2172
E01013841,1585
E01013819,1716
E01013820,1779
E01013821,1672
E01013823,1844
E01013824,1600
E01013864,1528
E01013865,1551
E01013866,1499
E01013867,1588
E01013937,1731
E01013938,1541
E01013941,1626
E01013943,1797
E01013972,1447
E01013936,2143
E01013939,1534
E01013940,1756
E01013942,2094
E01013843,1579
E01013844,1466
E01013845,1676
E01013847,1368
E01013810,1657
E01013811,1446
E01013812,1617
E01013842,1673
E01013846,1729
E01013930,1966
E01013931,1686
E01013932,1736
E01013933,1828
E01013934,1529
E01013859,1448
E01013861,1508
E01013868,1563
E01013929,1898
E01013954,1338
E01013959,1825
E01013960,1574
E01013962,1807
E01013813,2180
E01013814,1996
E01013815,1776
E01013816,2522
E01013958,1790
E01013961,2275
E01033399,2077
E01033401,1044
E01033405,1278
E01033409,1524
E01033411,1068
E01013913,1754
E01013914,1752
E01013915,1554
E01013916,1501
E01013917,1746
E01013858,1461
E01013860,1572
E01013862,1567
E01013863,1469
E01013944,1713
E01013945,1843
E01013947,1982
E01013948,1279
E01013953,3241
E01033395,2146
E01033396,1088
E01013977,1888
E01013978,1674
E01013979,1601
E01013981,1663
E01032520,2057
E01032522,2018
E01033404,3790
E01013918,1913
E01013919,2019
E01013920,2205
E01013921,2181
E01013957,1583
E01013980,1630
E01013982,1585
E01013983,1419
E01013984,1444
E01013985,1785
E01013924,1624
E01013926,1639
E01013928,1556
E01033408,3308
E01033410,2620
E01013973,3850
E01013974,2050
E01013975,2383
E01013976,1602
E01013895,1500
E01013896,1300
E01013901,1451
E01013902,1466
E01013897,1499
E01013898,1626
E01013899,1277
E01013900,1492
E01013903,1250
E01013907,1449
E01013905,1543
E01013908,1677
E01013909,1524
E01013912,1570
E01013904,1543
E01013906,1605
E01013910,1452
E01013911,1508
E01013849,1537
E01013850,1462
E01013851,1566
E01013852,1550
E01032621,1579
E01013874,1471
E01033400,1303
E01033402,1045
E01033403,1075
E01033406,1027
E01033407,1049
E01013870,1996
E01013871,1709
E01013872,1791
E01013873,2071
E06000017,37581
E01013788,2752
E01013789,1402
E01013790,2068
E01013796,1805
E01013793,1371
E01013800,1534
E01013801,1704
E01013809,1247
E01013798,1426
E01013799,1692
E01013802,2535
E01013803,2257
E01013791,1140
E01013792,1677
E01013797,1680
E01013804,1542
E01013805,1335
E01013787,1285
E01013794,1275
E01013795,1114
E01013806,2046
E01013807,1397
E01013808,1297
E07000032,122521
E01019400,1599
E01019401,1652
E01019402,1582
E01019404,1640
E01019406,1029
E01019423,1212
E01019424,1189
E01019477,2196
E01019403,1511
E01019444,1367
E01019468,1539
E01019469,1665
E01019471,1407
E01019443,1516
E01019470,1662
E01019473,1320
E01019474,1224
E01019475,1176
E01019476,1362
E01019420,1362
E01019442,1531
E01019445,1410
E01019455,1373
E01019456,1822
E01019457,1332
E01019429,1593
E01019454,1418
E01019460,1630
E01019461,1425
E01019462,1259
E01019405,1458
E01019414,1594
E01019428,1498
E01019430,1929
E01019421,1943
E01019422,1550
E01019432,1986
E01019458,1550
E01019459,1372
E01019463,1550
E01019408,1505
E01019409,1745
E01019412,1575
E01019413,1435
E01019416,1435
E01019407,2107
E01019415,1824
E01019417,1962
E01019419,1937
E01019410,1466
E01019411,1518
E01019418,1786
E01019447,1538
E01019449,1747
E01019431,1503
E01019433,1857
E01019438,1732
E01019451,1960
E01019464,2006
E01019434,1198
E01019435,1658
E01019436,1318
E01019439,1359
E01019440,1522
E01019446,1219
E01019448,1703
E01019450,1476
E01019465,1139
E01019467,1480
E01019425,1638
E01019426,1546
E01019427,1858
E01019472,2665
E01019437,1480
E01019441,1489
E01019452,1636
E01019453,1856
E01032613,1210
E07000033,76029
E01019478,1547
E01019479,1727
E01019491,2249
E01019493,1573
E01019494,2014
E01019492,1765
E01019495,1616
E01019524,1360
E01019525,1489
E01019496,1403
E01019497,1414
E01019498,1808
E01019523,1056
E01019483,2120
E01019484,1961
E01019485,1192
E01019488,1454
E01019486,1097
E01019487,1544
E01019489,1201
E01019490,1130
E01019502,1502
E01019504,1291
E01019508,1957
E01019509,1217
E01019510,1277
E01019512,2613
E01019503,2312
E01019505,1534
E01019506,1351
E01019507,1688
E01019511,2164
E01019480,1531
E01019482,1494
E01019520,1759
E01019521,1545
E01019522,1535
E01019481,1360
E01019514,1570
E01019515,1653
E01019516,1464
E01019519,1849
E01019499,1298
E01019500,1437
E01019501,1471
E01019513,1290
E01019517,1556
E01019518,1591
E07000034,103788
E01019526,1400
E01019528,1561
E01019572,1325
E01019573,1515
E01019574,1342
E01019563,1688
E01019564,1523
E01019565,1421
E01019566,1636
E01019568,1531
E01019527,1470
E01019529,1491
E01019530,1448
E01019531,1492
E01019553,1786
E01019541,1550
E01019542,1630
E01019543,1562
E01019544,1570
E01019571,1510
E01019532,1219
E01019533,1404
E01019534,1439
E01019535,1442
E01019536,1741
E01019549,1370
E01019550,1637
E01019551,1575
E01019552,1327
E01019567,1724
E01019537,1476
E01019569,1591
E01019570,1257
E01019580,1453
E01019581,1412
E01019557,1473
E01019558,1433
E01019559,1166
E01019560,1383
E01019561,1323
E01019562,1205
E01019539,1643
E01019540,1416
E01019555,1535
E01019590,1818
E01019591,1550
E01019538,1662
E01019554,1373
E01019556,1468
E01019579,1702
E01033387,1169
E01033388,1371
E01019586,1352
E01019587,1501
E01019588,1420
E01019589,1397
E01019592,1662
E01019593,1099
E01019545,1385
E01019546,1482
E01019547,1428
E01019548,2315
E01019582,1429
E01019583,1429
E01019585,2258
E01019575,1694
E01019576,1578
E01019577,1548
E01019578,1603
E07000035,71104
E01019602,1846
E01019614,1709
E01019615,2195
E01019631,1824
E01019600,1662
E01019604,1800
E01019606,1669
E01019618,1632
E01019599,1461
E01019601,1626
E01019613,1686
E01019617,1594
E01019608,1693
E01019610,1552
E01019630,1877
E01019609,2171
E01019621,1261
E01019622,1558
E01019624,1215
E01019627,1189
E01019628,1160
E01019619,1433
E01019620,1558
E01019623,1286
E01019625,1596
E01019626,1463
E01019632,1704
E01019633,1550
E01019634,1500
E01019635,1212
E01019636,1545
E01019595,2058
E01019605,1880
E01019611,1732
E01019616,1788
E01019594,1790
E01019596,1597
E01019597,1482
E01019598,1719
E01019603,1668
E01019607,1831
E01019612,2636
E01019629,1696
E07000036,112249
E01019644,1452
E01019646,1538
E01019663,1502
E01019664,1304
E01019665,1374
E01019657,1757
E01019660,1882
E01019661,1305
E01019662,1539
E01019672,1710
E01019690,1220
E01019670,1825
E01019671,1794
E01019701,2091
E01019673,1315
E01019702,1912
E01019703,1581
E01019704,1475
E01019658,1875
E01019659,1755
E01019674,1183
E01019688,1489
E01019689,1498
E01019666,1522
E01019667,1659
E01019668,1493
E01019669,1556
E01019656,1212
E01019691,1601
E01019692,1532
E01019693,1844
E01019694,1186
E01019696,1330
E01019683,1286
E01019684,1682
E01019685,1462
E01019686,1399
E01019687,1512
E01019648,1542
E01019649,1776
E01019650,1647
E01019651,1457
E01019695,1419
E01019641,1403
E01019652,1703
E01019653,1402
E01019707,1477
E01019708,1635
E01019647,1918
E01019675,1570
E01019679,1713
E01019682,1521
E01019642,1441
E01019643,1596
E01019654,1563
E01019655,1543
E01019676,1461
E01019677,1432
E01019678,1597
E01019680,1551
E01019681,1494
E01019698,1363
E01019697,1499
E01019699,1511
E01019700,2253
E01019705,1793
E01019706,1245
E01019709,1257
E01019638,1357
E01019639,1108
E01019640,1487
E01019645,1561
E01032614,1302
E07000037,90982
E01019733,1512
E01019752,1325
E01019753,1480
E01019763,2103
E01019728,1225
E01019729,1322
E01019730,2010
E01019731,1308
E01019732,1487
E01019738,1369
E01019739,1616
E01019740,1195
E01019750,1252
E01019751,2249
E01019768,2209
E01019727,1731
E01019749,1256
E01019754,1777
E01019756,1832
E01019757,1341
E01019758,1559
E01019746,1588
E01019747,1181
E01019748,1472
E01019755,1994
E01019766,1441
E01019711,1325
E01019734,2060
E01019743,1381
E01019744,1468
E01019745,1095
E01019712,1475
E01019713,1122
E01019764,1597
E01019765,1795
E01019767,1629
E01019710,1953
E01019715,1529
E01019717,1375
E01019722,1849
E01019723,1818
E01019716,1279
E01019724,1220
E01019759,1501
E01019760,1461
E01019761,1615
E01019714,2559
E01019725,1402
E01019726,1345
E01019762,1787
E01019735,1523
E01019736,1178
E01019737,1164
E01019742,1123
E01019718,2252
E01019719,1556
E01019720,1456
E01019721,1144
E01019741,1112
E07000038,99100
E01019801,1098
E01019802,1356
E01019803,1289
E01019804,1336
E01019805,1384
E01019806,1495
E01019807,1498
E01019778,1693
E01019779,1589
E01019790,1957
E01019816,1747
E01019780,1437
E01019781,1423
E01019782,1274
E01019786,1523
E01019827,1867
E01019770,1888
E01019787,1774
E01019788,1653
E01019794,1412
E01019783,1261
E01019784,1253
E01019785,1288
E01019793,1442
E01019795,2229
E01019798,1400
E01019821,1372
E01019822,1582
E01019823,1117
E01019771,2132
E01019772,1543
E01019828,1410
E01019829,1437
E01019796,1109
E01019797,1338
E01019799,1975
E01019800,1771
E01019808,1598
E01019826,1417
E01019769,1912
E01019774,1566
E01019824,1172
E01019830,1260
E01019831,1376
E01019809,1134
E01019810,1436
E01019811,1567
E01019812,1790
E01019813,1707
E01019825,1397
E01019773,2395
E01019775,1770
E01019776,1363
E01019777,2404
E01019814,1716
E01019817,1214
E01019818,1549
E01019819,1420
E01019820,1417
E01019791,1765
E01019792,2032
E01019815,2732
E01032586,1639
E07000039,94915
E01019839,1879
E01019845,1326
E01019846,1239
E01019866,2403
E01019840,1631
E01019841,1522
E01019847,1349
E01019848,2157
E01033532,1469
E01033533,1708
E01033534,1083
E01019873,1468
E01019874,1450
E01019875,1423
E01019881,1355
E01019882,1563
E01019832,1726
E01019833,1824
E01019834,1506
E01019835,1632
E01019867,1545
E01019868,1723
E01019869,1661
E01019880,1608
E01019843,1532
E01019853,1543
E01019854,1748
E01019855,1556
E01019844,1555
E01019856,1498
E01019857,1281
E01019858,1624
E01019859,1678
E01019860,1324
E01019861,1787
E01019862,1478
E01019863,1596
E01019864,1501
E01019865,1322
E01019876,1940
E01019877,1565
E01019878,1543
E01019879,1857
E01019850,1562
E01019851,1644
E01019852,1797
E01019870,1596
E01019871,1782
E01019872,1904
E01019837,1947
E01019838,1678
E01033531,1613
E01033536,1661
E01033537,1684
E01019842,1715
E01019883,2893
E01019885,1711
E01033535,1550
E07000129,94132
E01025631,1220
E01025632,1463
E01025633,1731
E01025635,1250
E01025634,1482
E01025638,1437
E01025639,1243
E01025640,1572
E01025645,1149
E01025666,1466
E01025667,1179
E01025668,2402
E01025669,2140
E01025636,1341
E01025637,1316
E01025652,1346
E01025653,1573
E01025654,1267
E01025655,1577
E01025656,1340
E01025625,1230
E01025626,1258
E01025627,2229
E01025651,1623
E01025657,1859
E01025660,1677
E01025641,1775
E01025642,1950
E01025643,1599
E01025649,1574
E01025650,1572
E01025610,1573
E01025611,1530
E01025612,1613
E01025658,2361
E01025659,1779
E01025615,1615
E01025646,1674
E01025647,1584
E01025648,2071
E01025613,1408
E01025614,1760
E01025620,1099
E01025621,1050
E01025644,1417
E01025616,1637
E01025617,1704
E01025618,1666
E01025619,1644
E01025661,1781
E01025662,1531
E01025663,1431
E01025664,1229
E01025665,1492
E01025622,1657
E01025623,1545
E01025624,1807
E01025629,1513
E01025630,1710
E01032603,1411
E07000130,165876
E01025692,2003
E01025693,1873
E01033386,2195
E01025699,1403
E01025700,1791
E01025701,1585
E01025703,1994
E01025704,1439
E01025705,1363
E01025706,1688
E01025720,2059
E01025721,1700
E01025722,1026
E01025723,2141
E01025724,1546
E01025725,1313
E01025695,1486
E01025696,1403
E01025697,1344
E01025698,1576
E01025744,1914
E01025745,1433
E01025746,1798
E01025747,1839
E01025740,1499
E01025741,1541
E01025742,1638
E01025743,1835
E01025689,2574
E01025690,3863
E01025707,1788
E01025709,2366
E01025760,1350
E01025761,1815
E01025768,1442
E01025769,1565
E01025702,1227
E01025715,1520
E01025716,1564
E01025717,2205
E01025718,1366
E01025719,1525
E01025708,1263
E01025710,1244
E01025711,1575
E01025712,1356
E01025713,1515
E01025714,2131
E01025674,1545
E01025675,1511
E01025676,2133
E01025677,1359
E01025732,1611
E01025733,1497
E01025734,1558
E01025735,1827
E01025748,2151
E01025749,1598
E01025750,1421
E01025751,2089
E01025726,1867
E01025727,1588
E01025728,1850
E01025729,1613
E01025737,1866
E01025739,1403
E01025685,1399
E01025686,1460
E01025730,1485
E01025731,1528
E01025687,1582
E01025688,1853
E01025736,1462
E01025738,1454
E01025756,1896
E01025757,1486
E01025758,1789
E01025759,1380
E01025752,1959
E01025753,1515
E01025754,1271
E01025755,1494
E01025679,2504
E01025680,1672
E01025681,1600
E01025682,1458
E01025678,1732
E01025683,1687
E01025684,1872
E01025762,1461
E01025763,1653
E01025764,1388
E01025765,1603
E01025766,2069
E01025767,1462
E01025670,1313
E01025671,1852
E01025672,1775
E01025673,1596
E07000131,85699
E01025770,1869
E01025809,2323
E01025815,2038
E01025781,1576
E01025782,1304
E01025783,1486
E01025785,2166
E01025786,1593
E01025787,1697
E01025772,2359
E01025773,1518
E01025774,1329
E01025775,1777
E01025776,2011
E01025771,2580
E01025778,1961
E01025779,1616
E01025780,1329
E01025784,1382
E01025788,1204
E01025777,2208
E01025808,2600
E01025810,2351
E01025816,2294
E01025789,1756
E01025794,1868
E01025797,1688
E01025802,1331
E01025803,1555
E01025805,1549
E01025795,1806
E01025796,1958
E01025801,1272
E01025806,1523
E01025798,1761
E01025799,2166
E01025800,1155
E01025804,1939
E01025807,1415
E01025790,2344
E01025791,2229
E01025792,2307
E01025793,2521
E01025812,1735
E01025813,1605
E01025814,1522
E01032598,2123
E07000132,105328
E01025868,1481
E01025869,1474
E01025870,1507
E01025871,1204
E01025878,2629
E01025846,2032
E01025847,1670
E01025848,1510
E01025845,1596
E01025877,1631
E01025879,1250
E01025880,1601
E01025819,1650
E01025820,1609
E01025837,2025
E01025838,1465
E01025882,1630
E01025872,1494
E01025873,1565
E01025874,1552
E01025875,1520
E01025876,1887
E01025839,1648
E01025840,1517
E01025841,1699
E01025842,1853
E01025843,1613
E01025844,1754
E01025821,1710
E01025822,1431
E01025823,1554
E01025824,1489
E01025825,1456
E01025826,1411
E01025817,1978
E01025818,1493
E01025864,1597
E01025881,1365
E01025859,1384
E01025860,1434
E01025861,1692
E01025862,1447
E01025850,1424
E01025852,1693
E01025858,1858
E01025863,1653
E01025865,1774
E01025853,2826
E01025854,1762
E01025855,1414
E01025866,1603
E01025867,1535
E01025849,1637
E01025851,1296
E01025856,1307
E01025857,1457
E01025827,1403
E01025828,1416
E01025829,1442
E01025830,1435
E01025831,1290
E01025832,1595
E01025833,1611
E01025834,1502
E01025835,1592
E01025836,1296
E07000133,50495
E01025885,1837
E01025886,1756
E01025887,1804
E01025890,1266
E01025891,1315
E01025892,1653
E01025901,1711
E01025902,1622
E01025903,1768
E01025904,2032
E01025906,1794
E01025883,1572
E01025884,1717
E01025888,1777
E01025909,1939
E01025896,1630
E01025897,2056
E01025898,1354
E01025899,1155
E01025900,1500
E01025905,1740
E01025893,2076
E01025894,1508
E01025895,1722
E01025907,1784
E01025908,1796
E01025889,1753
E01025910,1759
E01025911,1573
E01025912,1526
E07000134,93670
E01025924,1031
E01025925,2538
E01025926,1579
E01025927,1612
E01025928,1537
E01025923,1369
E01025944,1512
E01025945,1530
E01025946,1682
E01025915,1288
E01025916,1473
E01025917,2062
E01025918,1568
E01025960,1475
E01025961,1472
E01025962,1417
E01025965,1267
E01025955,1369
E01025956,1155
E01025963,1544
E01025964,1656
E01025914,1388
E01025919,1506
E01025920,1643
E01025921,1621
E01025966,1558
E01025967,1655
E01025968,1859
E01025969,1806
E01025950,1689
E01025951,1791
E01025952,1449
E01025953,1122
E01025954,1517
E01025932,1495
E01025933,1362
E01025934,1625
E01025935,1172
E01025936,1263
E01025929,2155
E01025930,1661
E01025931,1739
E01025957,1876
E01025937,1565
E01025958,1628
E01025959,2125
E01033102,1647
E01033103,1758
E01025913,2253
E01025947,1804
E01025948,1747
E01025949,1680
E01025938,1243
E01025939,2003
E01025940,1964
E01025941,1517
E01025942,1787
E01025943,1861
E07000135,55979
E01025970,1409
E01025971,1246
E01025972,1286
E01025976,1359
E01025977,1355
E01025978,1518
E01025992,1554
E01025994,1533
E01025997,1471
E01025999,1421
E01026005,1747
E01025985,1311
E01025986,1467
E01025987,1483
E01025988,1570
E01025989,1643
E01025990,1342
E01025991,1465
E01025993,1498
E01025998,1768
E01026000,1314
E01026001,1375
E01025995,1486
E01026003,1607
E01026004,1728
E01032600,1951
E01032601,1450
E01025973,2807
E01025974,2304
E01025975,1475
E01025980,1399
E01025979,1396
E01025981,1612
E01025982,1930
E01025983,1224
E01025984,1475
E07000136,64615
E01026007,1104
E01026008,1498
E01026009,1267
E01026023,1394
E01026024,2014
E01026010,1488
E01026011,2982
E01026030,2200
E01026032,2027
E01026037,1323
E01026006,2565
E01026021,1770
E01026025,2184
E01026036,1627
E01026012,1148
E01026015,1463
E01026026,1953
E01026027,1851
E01026028,1818
E01026016,2318
E01026033,1987
E01026034,1787
E01026017,1570
E01026018,1673
E01026019,2748
E01026020,2243
E01026041,1305
E01026013,1447
E01026014,1937
E01026022,2102
E01026038,1257
E01026040,1258
E01026029,2604
E01026031,1446
E01026035,2061
E01026039,1196
E07000137,136683
E01026045,1833
E01026061,1201
E01026062,1227
E01026063,1258
E01026080,1929
E01026106,1187
E01026107,1257
E01026058,2199
E01026076,2206
E01026079,1967
E01026077,1134
E01026078,1142
E01026087,1187
E01026088,1345
E01026090,1342
E01026091,1080
E01026108,2428
E01026081,2360
E01026089,2010
E01032986,1132
E01032987,1306
E01026072,1985
E01026073,1997
E01026074,2033
E01026099,2071
E01026103,2074
E01026104,2259
E01026109,2157
E01026071,2141
E01026082,2274
E01026121,2476
E01026042,1544
E01026043,1635
E01026044,1364
E01026113,2029
E01026117,1826
E01026060,1317
E01026068,2114
E01026070,1894
E01026105,2198
E01026048,1512
E01026049,1556
E01026050,1592
E01026069,2398
E01026064,1454
E01026065,1806
E01026066,1892
E01026067,1913
E01026084,1597
E01026085,2227
E01026115,1751
E01026116,1695
E01026046,1142
E01026047,1197
E01026055,1118
E01026059,1170
E01026100,1789
E01026101,1265
E01026092,1435
E01026093,1747
E01026095,1206
E01026114,1488
E01026083,1777
E01026094,1666
E01026096,1514
E01026097,1483
E01026051,1240
E01026052,1505
E01026053,2059
E01026054,2327
E01026118,1682
E01026119,1155
E01026120,1447
E01026056,1169
E01026110,1436
E01026111,1560
E01026112,1196
E01026057,1920
E01026075,2134
E01026098,1982
E01026102,2363
E07000138,93085
E01026149,1621
E01026150,1462
E01026166,1222
E01026168,1417
E01026153,2438
E01026155,1606
E01026157,1355
E01026165,1374
E01026125,1548
E01026144,1497
E01026147,2280
E01026148,1756
E01026151,1836
E01026164,1460
E01026167,1499
E01026122,1879
E01026123,2268
E01026124,1525
E01026126,1655
E01026152,1537
E01026154,1408
E01026156,1260
E01026132,2758
E01026143,2194
E01026145,1521
E01026146,1964
E01026134,1519
E01026176,1662
E01026177,1869
E01026178,1661
E01026127,1388
E01026128,2616
E01026129,1764
E01026131,1386
E01026133,3415
E01026135,1651
E01026136,1436
E01026174,1389
E01026130,1327
E01026158,1459
E01026159,1488
E01026160,1348
E01026162,1478
E01026163,1357
E01026161,1368
E01026170,1438
E01026172,1419
E01026173,1559
E01026175,1801
E01026137,1226
E01026138,1471
E01026139,1185
E01026140,1259
E01026141,1482
E01026142,1264
E01026169,1624
E01026171,1436
E07000139,108518
E01026186,1552
E01026187,1945
E01026189,1756
E01026203,1763
E01026204,1673
E01026206,1904
E01026182,1427
E01026193,1436
E01026199,2324
E01026225,1606
E01026226,1855
E01032990,2397
E01032994,1297
E01026184,2082
E01026185,1791
E01026188,2188
E01026190,1489
E01026237,1103
E01026238,1340
E01026191,1691
E01026205,1453
E01026211,1933
E01026212,1576
E01026213,1689
E01026192,1192
E01026194,1890
E01026195,1937
E01026196,1506
E01026180,1458
E01026183,2571
E01026210,2269
E01026224,1719
E01026179,1408
E01026197,1369
E01026198,1720
E01026223,2090
E01026209,2112
E01026221,2336
E01026222,1827
E01026227,1391
E01026230,1232
E01026231,2669
E01026232,2206
E01026235,1599
E01026228,1494
E01026229,1544
E01026233,1715
E01026234,2729
E01026236,1158
E01026200,1570
E01026201,2005
E01026202,1785
E01026207,1214
E01026208,1629
E01026220,2289
E01032988,1389
E01032989,1383
E01032993,1432
E01026214,1159
E01026215,1100
E01026218,1149
E01026219,1220
E01032991,1436
E01032992,1347
E07000140,88390
E01026242,1468
E01026243,1333
E01026244,1334
E01026247,1921
E01026276,2381
E01026246,2369
E01026248,2282
E01026257,1879
E01026250,1792
E01026251,1814
E01026252,1735
E01026253,1759
E01026281,1318
E01026282,1734
E01026283,1726
E01026285,1436
E01026286,1276
E01026241,1971
E01026258,1754
E01026259,1714
E01026260,1993
E01026266,2030
E01026273,1680
E01026274,1934
E01026275,2007
E01032995,1397
E01032996,1357
E01026268,1982
E01026269,2190
E01026270,1907
E01026271,1790
E01026272,1238
E01026254,1769
E01026255,1968
E01026256,1626
E01026277,1665
E01026278,1407
E01026279,1376
E01026262,1541
E01026263,2011
E01026264,1548
E01026265,1355
E01026267,2856
E01026245,2125
E01026249,1871
E01026280,2547
E01026239,1797
E01026240,2430
E01026284,1997
E07000141,134125
E01026313,1535
E01026314,1289
E01026329,1887
E01026333,2547
E01026291,1954
E01026340,2199
E01026355,2395
E01026365,2316
E01026325,1516
E01026326,1544
E01026327,1336
E01026328,1462
E01026352,1259
E01026353,1608
E01026354,1192
E01026320,1774
E01026321,1298
E01026322,1103
E01026323,1852
E01026324,2264
E01026308,1493
E01026309,1569
E01026310,1238
E01026311,1645
E01026312,1419
E01026317,2086
E01026318,1946
E01026319,2107
E01026343,1819
E01026344,1504
E01026345,1572
E01026292,1420
E01026293,2084
E01026294,1661
E01026316,2440
E01026332,2236
E01026290,2270
E01026341,1474
E01026342,1467
E01026361,2642
E01026315,2101
E01026331,2437
E01026338,1237
E01026339,1204
E01026299,1695
E01026300,1510
E01026301,1623
E01026302,1214
E01026296,1541
E01026297,1343
E01026298,1819
E01032997,1230
E01032998,1298
E01032999,1168
E01026330,2256
E01026360,2160
E01026362,1762
E01026363,1311
E01026364,1732
E01026334,1586
E01026335,1550
E01026336,1591
E01026337,1534
E01026303,1396
E01026304,1457
E01026305,1376
E01026306,1538
E01026307,1293
E01026287,1446
E01026288,1643
E01026289,2053
E01026346,1183
E01026347,1662
E01026348,1182
E01026349,1565
E01026350,1615
E01026351,1472
E01026356,1465
E01026357,1428
E01026358,1426
E01026359,1601
E07000142,89352
E01026367,1642
E01026368,1592
E01026387,2676
E01026416,1299
E01032683,2217
E01026380,1843
E01026401,1578
E01026402,1823
E01026403,1355
E01026407,1383
E01026408,1324
E01026389,1679
E01026390,1808
E01026391,1917
E01026392,3000
E01026415,1053
E01026378,1705
E01026379,1645
E01026381,1687
E01026382,1674
E01026383,1189
E01026384,1776
E01026385,1149
E01026386,1376
E01026399,1482
E01026411,2454
E01026374,1468
E01026375,1594
E01026376,1805
E01026377,2205
E01026388,2137
E01026404,2221
E01026409,1168
E01026410,1619
E01026372,2476
E01026412,1662
E01026413,2248
E01026414,1685
E01026396,1223
E01026397,2360
E01026398,1488
E01026400,1752
E01026393,1427
E01026394,1863
E01026395,1418
E01026405,1375
E01026406,1262
E01026366,2062
E01026369,1092
E01026370,2093
E01026371,1231
E01026373,2092
E07000150,61607
E01026971,1744
E01026979,1392
E01026980,1584
E01026982,2008
E01026969,1643
E01026970,1714
E01026972,1844
E01026976,1356
E01026981,1196
E01026983,1109
E01026957,1545
E01026958,1841
E01026977,1922
E01026978,1443
E01026962,1392
E01026973,1425
E01026974,1138
E01026975,1360
E01026984,1711
E01026985,1484
E01026949,1304
E01026950,1563
E01026951,1273
E01026952,1177
E01026959,1425
E01026960,1516
E01026961,1296
E01026965,1035
E01026966,1397
E01026967,1728
E01026968,1387
E01026953,1347
E01026954,1368
E01026955,1456
E01026956,1978
E01026963,1336
E01032963,1587
E01032964,1739
E01032965,1393
E01032966,1735
E01032967,1716
E07000151,78070
E01027005,2103
E01027026,1967
E01027030,1779
E01027000,1501
E01027001,1526
E01027002,1727
E01027003,1431
E01027022,1798
E01026994,1007
E01026999,1763
E01027006,1885
E01032968,3312
E01026998,1752
E01027015,1269
E01027016,1513
E01027021,1849
E01027027,2412
E01026997,1784
E01027018,1463
E01027019,1523
E01027020,1208
E01027023,2055
E01026987,1199
E01026989,1466
E01026990,2664
E01027012,1754
E01027014,2235
E01026986,2940
E01026988,1587
E01026991,1575
E01026992,1908
E01027010,1176
E01027007,1413
E01027008,1951
E01027009,1497
E01027013,1824
E01027011,1905
E01027017,1455
E01027024,1727
E01027025,1648
E01026993,1955
E01027004,1851
E01027028,2132
E01027029,1581
E07000152,86869
E01027033,1810
E01027043,1978
E01027050,1908
E01027031,2118
E01027044,2063
E01027046,1299
E01027047,1287
E01027048,2157
E01027049,996
E01027032,1862
E01027045,1899
E01027075,2097
E01027076,2165
E01027077,1986
E01027057,1745
E01027074,2184
E01027078,2124
E01027051,1757
E01027052,1418
E01027053,1523
E01027054,1242
E01027055,1140
E01027056,1557
E01027038,1627
E01027039,1803
E01027040,1627
E01027041,1619
E01027042,1885
E01027034,1651
E01027035,1383
E01027037,2215
E01033244,2404
E01033245,1011
E01027061,1782
E01027062,2244
E01027063,1823
E01027064,1609
E01027072,1656
E01027073,2033
E01027058,1499
E01027059,1732
E01027060,1790
E01027065,1763
E01027069,1548
E01027066,2217
E01027067,1583
E01027068,2916
E01027070,1646
E01027071,1488
E07000153,93846
E01027090,1458
E01027103,1628
E01027129,2188
