lsoa.code,lsoa.popn
E01017431,1490
E01017432,1490
E01017435,1699
E01017425,1062
E01017426,1373
E01017427,1734
E01017428,1637
E01017429,1414
E01017412,1526
E01017422,1516
E01017423,1535
E01017424,1369
E01017383,1888
E01017384,1620
E01017385,1658
E01017386,1798
E01017387,1349
E01017388,1348
E01017381,1478
E01017382,1470
E01017389,1960
E01017390,2061
E01017379,1192
E01017380,1244
E01017394,1541
E01017397,1680
E01033194,2698
E01017410,1197
E01017411,1514
E01017419,1617
E01017420,1517
E01017421,1736
E01017416,1992
E01017417,2394
E01017418,1554
E01017451,1421
E01017452,1170
E01017376,1861
E01017377,1977
E01017378,1781
E01017413,1757
E01017414,1741
E01017415,1849
E01017437,1532
E01017438,1665
E01017439,1681
E01017440,1372
E01017441,2174
E01017444,1850
E01017371,1300
E01017372,1473
E01017373,1490
E01017374,1471
E01017375,1442
E01017391,1368
E01017392,1516
E01017393,1745
E01017442,2061
E01017443,1917
E01017446,1734
E01017447,2080
E01017449,1489
E01033188,1434
E01033189,1561
E01033190,1399
E01017399,1499
E01017400,1504
E01017401,1273
E01017402,1599
E01017403,1420
E01017404,1355
E01017405,1453
E01017406,1563
E01017407,1614
E01017398,2408
E01017408,1073
E01017409,1219
E01017445,1791
E01017450,2306
E01017558,1811
E01017559,1704
E01017560,1494
E01017616,2347
E01017577,2169
E01017615,2104
E01017620,1804
E01017621,1644
E01017622,1684
E01017603,1503
E01017604,1666
E01017605,1427
E01017606,1510
E01017607,1399
E01017555,1924
E01017556,1585
E01017557,1763
E01017608,1726
E01017609,1679
E01017589,1665
E01017590,1521
E01017591,1703
E01017610,1136
E01017611,1273
E01017612,1330
E01017613,1388
E01017614,1503
E01017573,1424
E01017575,2519
E01017576,1411
E01033191,1430
E01033192,1568
E01033193,1595
E01017600,1970
E01017601,1487
E01017602,1562
E01017618,1652
E01017619,2191
E01017578,1749
E01017579,1474
E01017580,2168
E01017581,1829
E01017617,1307
E01017582,1518
E01017583,1847
E01017584,1969
E01017585,1417
E01017566,1497
E01017595,1199
E01017596,1543
E01017597,1444
E01017598,1063
E01017599,2151
E01017565,1522
E01017567,1665
E01017568,1867
E01017569,1624
E01017570,1958
E01017592,1538
E01017593,1490
E01017594,2194
E01017623,1682
E01017624,1884
E01017625,1609
E01017626,1712
E01017571,1232
E01017572,1359
E01017586,1458
E01017587,1542
E01017588,1167
E01017561,1496
E01017562,1438
E01017563,1584
E01017564,1407
E06000032,203641
E01015706,1405
E01015707,1443
E01015708,1397
E01015709,1464
E01015710,1496
E01015770,1279
E01015801,1765
E01015803,1500
E01015804,1836
E01015805,1334
E01015769,1192
E01015771,1435
E01015772,1477
E01015773,1336
E01015774,1442
E01015802,1521
E01015744,1449
E01015746,1505
E01015747,1429
E01015748,1648
E01015749,1893
E01015751,1729
E01015752,1341
E01015753,1419
E01015754,1775
E01015755,1657
E01015764,1547
E01015765,1654
E01015766,1673
E01015767,1575
E01015768,1453
E01015783,1724
E01015785,2137
E01015693,1545
E01015694,1447
E01015695,1596
E01015696,1388
E01015697,1776
E01015745,1594
E01015797,1307
E01015798,1344
E01015799,1389
E01015800,1521
E01015812,1363
E01015813,1308
E01015756,1594
E01015757,1538
E01015758,1494
E01015759,1506
E01015760,1491
E01015761,1654
E01015700,2436
E01015701,2227
E01015704,2118
E01015782,2064
E01015784,2204
E01015786,2229
E01015711,1713
E01015712,1813
E01015715,1833
E01015716,1843
E01015717,1542
E01015750,2183
E01015740,1567
E01015775,1612
E01015776,1895
E01015777,1737
E01015778,1733
E01015796,1461
E01015713,1407
E01015714,1729
E01015718,1613
E01015762,1707
E01015763,1549
E01015721,1538
E01015722,1280
E01015806,1323
E01015808,1416
E01015809,1409
E01015810,1395
E01015811,1431
E01015703,2151
E01015726,2334
E01015731,1980
E01015787,2018
E01015788,2037
E01015719,1426
E01015720,1540
E01015723,1311
E01015779,1481
E01015780,1646
E01015781,1544
E01015807,1373
E01015698,1887
E01015699,1843
E01015702,1794
E01015705,1721
E01015725,1761
E01015727,1906
E01015739,1923
E01015741,2273
E01015742,1775
E01015743,1560
E01015789,1762
E01015794,2518
E01015724,2341
E01015728,1807
E01015729,1968
E01015730,2353
E01015732,1522
E01015733,1815
E01015734,1853
E01015735,1746
E01015736,1738
E01015737,1532
E01015738,1826
E01015790,1627
E01015791,2514
E01015792,1751
E01015793,1731
E01015795,2161
E06000031,184457
E01015629,1738
E01015635,1531
E01015636,1152
E01015679,1793
E01015678,1424
E01015680,1513
E01015681,1551
E01015682,1447
E01015630,1536
E01015631,1306
E01015659,1958
E01015684,1479
E01015685,1610
E01015589,1654
E01015590,1222
E01015626,1505
E01015628,2412
E01015617,1316
E01015618,1082
E01015619,2043
E01015620,1706
E01015674,1496
E01015675,1584
E01015676,1508
E01015683,1834
E01015686,1499
E01015607,1409
E01015609,1756
E01015656,1541
E01015657,1991
E01015658,1559
E01015660,1533
E01015605,1637
E01015608,1564
E01015610,1569
E01015633,2235
E01015634,1858
E01015593,1432
E01015596,1664
E01015662,1452
E01015663,1459
E01015664,1684
E01015603,2323
E01015604,1993
E01015632,2046
E01015661,1754
E01015677,1069
E01015591,1479
E01015592,1535
E01015594,1823
E01015595,1459
E01015597,1581
E01015601,2076
E01015651,2067
E01015652,2052
E01015653,1837
E01015654,2386
E01015606,1726
E01015611,2105
E01015613,1553
E01015614,1816
E01015615,1616
E01015616,1794
E01015599,1908
E01015600,1899
E01015602,1965
E01015612,2208
E01015655,2155
E01015598,1496
E01015687,1590
E01015689,1429
E01015690,1198
E01015691,1369
E01015622,2391
E01015665,1680
E01015688,1429
E01015692,1428
E01033173,1923
E01033182,1475
E01015621,1997
E01015623,1717
E01015624,1632
E01015666,1298
E01015668,1789
E01015627,1737
E01015644,1953
E01015645,1642
E01015646,1907
E01015648,1408
E01015667,1326
E01015669,1397
E01015670,1439
E01015671,1577
E01015672,1580
E01015673,1504
E01015637,1472
E01015639,1513
E01015640,1475
E01015641,1263
E01015642,1531
E01015647,1399
E01015638,1551
E01015650,2027
E01033174,1227
E01033179,1533
E01033181,1580
E01015643,1380
E01033175,1476
E01033176,1612
E01033177,1425
E01033178,1567
E01033180,1648
E06000033,174274
E01015833,1545
E01015834,1468
E01015835,1658
E01015836,1515
E01015837,1686
E01015838,1497
E01015863,2387
E01015864,1361
E01015865,1424
E01015866,1533
E01015867,1442
E01015868,1611
E01015814,1425
E01015815,1601
E01015816,1487
E01015817,1573
E01015818,1716
E01015819,1431
E01015857,1544
E01015858,1730
E01015859,1917
E01015860,1538
E01015861,1699
E01015862,1560
E01015820,1488
E01015821,1560
E01015822,1222
E01015823,1666
E01015824,1548
E01015825,1598
E01015826,1400
E01015869,1634
E01015870,1652
E01015871,1620
E01015872,1699
E01015873,1303
E01015874,1677
E01015875,1670
E01015901,1466
E01015902,1703
E01015903,1614
E01015904,1653
E01015905,1435
E01015906,1582
E01015907,1465
E01015908,1611
E01015909,1552
E01015910,1509
E01015911,1309
E01015912,1498
E01015913,1684
E01015883,1382
E01015884,2129
E01015885,1655
E01015886,1496
E01015887,1597
E01015888,1459
E01015895,1970
E01015896,1970
E01015897,2057
E01015898,1696
E01015899,1916
E01015900,1465
E01015845,1631
E01015846,1768
E01015847,1748
E01015848,1648
E01015849,1677
E01015850,1663
E01015827,1645
E01015828,1649
E01015829,1563
E01015830,1578
E01015831,2031
E01015832,1611
E01015876,2172
E01015877,1804
E01015878,1363
E01015879,1405
E01015880,1456
E01015881,1395
E01015882,1616
E01015839,1694
E01015840,1753
E01015841,2399
E01015842,1890
E01015843,1703
E01015844,1796
E01015851,1693
E01015852,1757
E01015853,1817
E01015854,2062
E01015855,2059
E01015856,1773
E01015889,1437
E01015890,1521
E01015891,1444
E01015892,1707
E01015893,1567
E01015894,1536
E01015914,1364
E01015915,1464
E01015916,1532
E01015917,1681
E01015918,1417
E01015919,1314
E01015920,1513
E06000034,158268
E01015943,1487
E01015944,1241
E01015946,1537
E01015997,1389
E01015999,1387
E01015945,1210
E01015983,1451
E01015987,1480
E01015988,1459
E01015998,1599
E01015984,1312
E01015985,1381
E01015986,1509
E01015990,1498
E01016001,1348
E01015977,1861
E01015978,1283
E01015979,1376
E01015980,1593
E01015989,1571
E01015991,1429
E01015992,1891
E01016000,1420
E01016002,1371
E01015932,1590
E01015971,1464
E01015972,1697
E01015973,1763
E01015974,1423
E01015975,1562
E01015927,1862
E01015928,1752
E01015929,1505
E01015930,1772
E01015931,1331
E01015976,1784
E01015922,1521
E01015923,1578
E01015924,1554
E01015925,1568
E01015926,1523
E01015957,1542
E01015958,1319
E01015993,1596
E01015994,1552
E01015995,1663
E01015996,1630
E01015963,1193
E01015964,1553
E01015965,1444
E01015966,1576
E01015933,1550
E01015934,1497
E01015935,1605
E01015936,1697
E01015937,1627
E01015938,1897
E01015947,1416
E01015948,1542
E01015949,1699
E01015950,1730
E01015960,1465
E01015967,1529
E01015968,1365
E01015969,1737
E01015970,1336
E01015921,1188
E01016011,1530
E01016012,2552
E01016013,2252
E01016014,2577
E01016015,1714
E01015955,1562
E01015956,2069
E01015959,1674
E01015961,1507
E01015962,1664
E01015951,1699
E01015952,2080
E01015953,2122
E01015954,2320
E01016003,1979
E01016004,1666
E01016005,1562
E01016006,1710
E01016007,1490
E01016008,1535
E01016009,1708
E01016010,1460
E01015982,2579
E01033610,1660
E01033611,1653
E01033613,1552
E01015939,1565
E01015941,1455
E01015942,1613
E01033612,1589
E01033614,1890
E07000008,122725
E01017975,1640
E01017976,1650
E01017977,1601
E01017978,1542
E01017979,1545
E01017980,1108
E01017949,1599
E01017950,1356
E01017951,1465
E01017952,1484
E01017953,1601
E01017954,1500
E01017971,1661
E01017972,1616
E01017973,1753
E01017974,1721
E01032792,1294
E01032802,1299
E01018006,1638
E01018007,1605
E01018008,1626
E01018009,1901
E01018010,1766
E01017955,1459
E01017956,1645
E01017957,1505
E01017958,5080
E01017943,1730
E01017944,1404
E01017945,1707
E01017946,1620
E01017947,1660
E01017948,1701
E01017983,1867
E01017984,1605
E01017985,2569
E01017986,3591
E01032797,5189
E01017987,1722
E01017988,1678
E01017989,2164
E01017990,1235
E01017991,1450
E01017997,2246
E01017998,1687
E01017999,1772
E01018000,1726
E01018001,1674
E01017965,1699
E01017966,2658
E01017967,1753
E01017968,1575
E01017969,1608
E01017959,1679
E01017960,1332
E01017961,1199
E01017962,1612
E01017963,1586
E01017964,1333
E01018002,1567
E01018003,1569
E01018005,2020
E01032794,1271
E01032795,1549
E01017992,1880
E01017993,2090
E01017994,1648
E01017995,1469
E01017996,1971
E07000009,84245
E01018042,1457
E01018043,2124
E01018044,1717
E01018045,1350
E01018046,2128
E01018020,1508
E01018021,1511
E01018022,1407
E01018055,2053
E01018056,1921
E01018027,1756
E01018029,2596
E01018032,2551
E01018033,1941
E01033426,1531
E01033430,1520
E01018024,1092
E01018025,1555
E01018026,1396
E01018030,1036
E01033425,2017
E01033428,1447
E01018036,1649
E01018037,1394
E01018038,1570
E01018039,1327
E01018053,1705
E01018054,2276
E01018047,1917
E01018049,1664
E01018050,1399
E01018051,1705
E01018052,1800
E01033427,1344
E01033429,1949
E01018034,1571
E01018035,2211
E01018040,1265
E01018041,1113
E01018013,1752
E01018014,1821
E01018015,1340
E01018016,1422
E01018011,2632
E01018012,1393
E01018057,2033
E01018017,1263
E01018019,1041
E01018023,2265
E01032611,1810
E07000010,95461
E01018094,1764
E01018095,1555
E01018096,1574
E01018097,1409
E01018063,2344
E01018073,2303
E01018107,1688
E01018108,2016
E01018109,1867
E01018069,1771
E01018070,1708
E01018071,1833
E01018093,2374
E01018103,1189
E01018104,1220
E01033111,1423
E01033112,1169
E01018066,1449
E01018067,1814
E01018068,1537
E01018090,1773
E01018091,1424
E01018092,1706
E01018081,1932
E01018082,1938
E01018083,1970
E01018084,2035
E01018064,2009
E01018072,1703
E01018074,1221
E01018075,1236
E01018098,1241
E01018099,1265
E01018100,1195
E01018101,1331
E01018077,1761
E01018078,1638
E01018079,1711
E01018080,2325
E01018058,1548
E01018059,1331
E01018060,1850
E01018061,1271
E01018085,1716
E01018086,1705
E01018087,2039
E01018088,1567
E01018065,2196
E01018076,2093
E01018111,2210
E01018062,2534
E01018102,2587
E01018105,1154
E01018106,1553
E01018110,2686
E07000011,170039
E01018212,1671
E01018213,1906
E01018214,1973
E01018215,1391
E01018216,2474
E01018217,1643
E01018127,1515
E01018128,1153
E01018200,1649
E01018201,1447
E01018156,1679
E01018157,2048
E01018158,1684
E01018159,1400
E01018160,1669
E01018191,1193
E01018192,1442
E01018193,1189
E01018194,1411
E01018195,1297
E01018208,1632
E01018209,1480
E01018210,1398
E01018211,1833
E01018196,1264
E01018197,1508
E01018198,1659
E01018199,1520
E01018206,1965
E01018207,1526
E01018121,1362
E01018122,1157
E01018123,1608
E01018124,2006
E01018143,1655
E01018144,1510
E01018145,1329
E01018146,2201
E01018147,1753
E01018139,1544
E01018140,1291
E01018141,1609
E01018142,1519
E01018113,1491
E01018116,1280
E01018117,1624
E01018118,1971
E01033433,2221
E01018161,1384
E01018162,1620
E01018163,1440
E01018164,1285
E01018165,1286
E01018170,1399
E01018171,1470
E01018138,1941
E01018148,2535
E01018149,1484
E01018150,1742
E01018151,1790
E01018166,1557
E01018167,1466
E01018168,1947
E01018169,1573
E01018131,1556
E01018132,1630
E01018133,1685
E01018134,1858
E01018125,1573
E01018126,1610
E01018152,1512
E01018153,1850
E01018129,1542
E01018130,1704
E01018202,1439
E01018203,1386
E01018204,1395
E01018205,1814
E01018115,2447
E01018119,1503
E01018120,1792
E01018137,1719
E01018135,2992
E01018136,1745
E01018154,1769
E01018155,1489
E01018187,1943
E01018188,1473
E01018189,1322
E01018190,1556
E01018172,1400
E01018173,1188
E01018174,1572
E01018175,1383
E01018176,1276
E01018181,2799
E01018182,1494
E01018183,1478
E01018184,1349
E01018185,1651
E01018186,1758
E01018177,1506
E01018178,1476
E01018179,1410
E01018180,1326
E07000012,149842
E01018304,1866
E01018305,1336
E01018306,1530
E01018307,2186
E01018233,1579
E01018234,1679
E01018235,1691
E01018236,1611
E01018237,1527
E01018266,2714
E01018284,1271
E01018285,1204
E01018298,2037
E01018299,1665
E01018300,1164
E01018301,1379
E01018221,1670
E01018222,1512
E01018223,1902
E01018257,1360
E01018258,1632
E01018259,1327
E01018260,1781
E01018262,1452
E01033120,1470
E01033121,1627
E01018272,1333
E01018273,1615
E01018274,1762
E01018297,1686
E01018224,1436
E01018225,1076
E01018248,2364
E01018249,1005
E01018250,1215
E01018231,2511
E01018232,2368
E01018251,1223
E01018252,1450
E01018255,1150
E01018242,1288
E01018243,1787
E01018244,1628
E01018286,1625
E01018287,1351
E01018296,1078
E01018292,1403
E01018293,1481
E01018294,1652
E01018295,1567
E01018245,1698
E01018246,1633
E01018247,1570
E01018275,2343
E01018240,1232
E01018253,1084
E01018254,1325
E01018256,1507
E01018291,1222
E01018279,1495
E01018280,1511
E01018281,1568
E01018282,1311
E01018283,1281
E01018218,1776
E01018219,1405
E01018220,1513
E01018263,1484
E01018264,1600
E01018265,1769
E01018238,1467
E01018239,1360
E01018288,1155
E01018289,1155
E01018302,1506
E01018303,1201
E01018241,1206
E01018267,2338
E01018268,1911
E01018269,1374
E01018270,1122
E01018271,1435
E01018226,1656
E01018227,1914
E01018228,1670
E01018290,2408
E01033113,1129
E01033114,1559
E01033115,1433
E01033117,1336
E01033119,1856
E01018276,1444
E01018277,1729
E01018278,1755
E01033116,1692
E01033118,1478
E07000066,174971
E01021237,1386
E01021238,1390
E01021242,1224
E01021250,1550
E01021251,1591
E01021245,1447
E01021246,1480
E01021248,1435
E01021249,1561
E01021252,1428
E01021239,1443
E01021240,1635
E01021241,1577
E01021243,1693
E01021247,1477
E01021244,1442
E01021253,1699
E01021255,1361
E01021256,1463
E01021258,1591
E01021334,1693
E01021336,1624
E01021338,1458
E01021339,1388
E01021264,1448
E01021329,1485
E01021330,1586
E01021332,1428
E01021333,1550
E01021335,1434
E01021337,1408
E01021340,1614
E01021341,1608
E01021345,2027
E01021331,1538
E01021342,1599
E01021343,1773
E01021344,2233
E01021346,1969
E01021254,1461
E01021257,1517
E01021259,1534
E01021260,2406
E01021261,1709
E01021262,1564
E01021263,1856
E01021274,1871
E01021279,1644
E01021301,1524
E01021303,1337
E01021307,1344
E01021308,1293
E01021309,1324
E01021312,1600
E01021265,1556
E01021267,1716
E01021269,1671
E01021270,1507
E01021272,1608
E01021271,1787
E01021302,1560
E01021304,1459
E01021305,1463
E01021306,1471
E01021273,1687
E01021275,1648
E01021276,1448
E01021277,1417
E01021278,1686
E01021266,1663
E01021268,1642
E01021318,2069
E01021320,1665
E01021321,1613
E01021286,1747
E01021288,1830
E01021289,1807
E01021290,1789
E01021291,1672
E01021287,1505
E01021292,1530
E01021293,1687
E01021298,1592
E01021319,1592
E01021313,1461
E01021314,1378
E01021315,1501
E01021316,1491
E01021317,1631
E01021322,1533
E01021323,1772
E01021324,1655
E01021325,1572
E01021327,1693
E01021294,1619
E01021295,1690
E01021296,1721
E01021297,1647
E01021299,1510
E01021280,1531
E01021281,1499
E01021282,1524
E01021283,1587
E01021284,1586
E01021285,1357
E01021300,2120
E01021310,1338
E01021311,1348
E01021326,1827
E01021328,1573
E07000067,147514
E01021375,1150
E01021376,1404
E01021414,2146
E01021430,2183
E01021398,1493
E01021406,2178
E01021407,2191
E01021382,1292
E01021397,1776
E01021399,1610
E01021400,1691
E01021387,1970
E01021388,1625
E01021391,1719
E01021392,1676
E01021393,1517
E01021404,2079
E01021411,1224
E01021412,1475
E01021413,1267
E01021389,1829
E01021390,1598
E01021408,1781
E01021409,1806
E01021410,1652
E01021349,1429
E01021351,1586
E01021352,1678
E01021355,2015
E01021356,1425
E01021381,1174
E01021354,1297
E01021357,1513
E01021358,2240
E01021359,2061
E01021350,1730
E01021353,1788
E01021365,2305
E01033458,1331
E01033459,1840
E01021364,1646
E01021366,1559
E01021383,2137
E01021405,2307
E01021368,1529
E01021370,1640
E01021372,1828
E01021373,2416
E01021374,1540
E01021360,2010
E01021361,1623
E01021367,1509
E01021369,2925
E01021380,2329
E01021347,2488
E01021371,1730
E01021384,2343
E01021385,1335
E01021386,1655
E01021377,1761
E01021378,1610
E01021379,1841
E01021401,1506
E01021402,2080
E01021403,1566
E01021362,1493
E01021417,1508
E01021418,1497
E01021419,1664
E01021426,1316
E01021428,1401
E01021423,1580
E01021425,1539
E01021427,1368
E01021429,1348
E01021415,1455
E01021416,1597
E01021420,1660
E01021422,1633
E01033460,1219
E01033461,1511
E01033462,1074
E01021348,1577
E01021394,1447
E01021395,1466
E01021396,1460
E01021424,2044
E07000068,73841
E01021441,1511
E01021442,1348
E01021443,1495
E01021444,1610
E01021469,1156
E01021470,1079
E01021471,1569
E01021457,1398
E01021458,1631
E01021459,1316
E01021460,1620
E01021448,1407
E01021449,1595
E01021450,2068
E01021451,1564
E01021452,1463
E01021431,1570
E01021432,1705
E01021434,1312
E01021461,1453
E01021464,1560
E01021447,2463
E01021453,1211
E01021455,1353
E01021465,1882
E01021466,1814
E01021467,1748
E01021438,2037
E01021462,1391
E01021463,1557
E01021468,1892
E01021433,1953
E01021436,2224
E01021439,2345
E01021475,1524
E01033063,1352
E01033064,1384
E01021435,1859
E01021437,1742
E01021472,1551
E01021473,1354
E01021474,1570
E01021445,2183
E01021446,1544
E01021454,1245
E01021456,1233
E07000069,87964
E01021513,1625
E01021514,1513
E01021515,1355
E01021525,1506
E01021527,1667
E01021509,1357
E01021510,1447
E01021511,1325
E01021528,1616
E01021531,1376
E01021476,1914
E01021477,1543
E01021478,1726
E01021516,1362
E01021479,1525
E01021481,1551
E01021483,1747
E01021512,1564
E01021526,1612
E01021517,1603
E01021519,1469
E01021530,1426
E01021532,1450
E01021482,1628
E01021518,1906
E01021520,1563
E01021529,1498
E01021480,1835
E01021521,1422
E01021522,1740
E01021523,1366
E01021524,1585
E01021487,1381
E01021494,1488
E01021504,1522
E01021505,1410
E01021506,1324
E01021492,1743
E01021493,1549
E01021495,1996
E01021496,1435
E01021485,1252
E01021486,1268
E01021488,1466
E01021503,1415
E01021507,1598
E01021508,1380
E01021484,1371
E01021498,1484
E01021499,1666
E01021501,1407
E01021502,2223
E01021489,1413
E01021490,1491
E01021491,1660
E01021497,1500
E01021500,1700
E07000070,168491
E01021538,2708
E01021539,1302
E01021540,1529
E01021541,1459
E01021542,2057
E01021543,1707
E01021587,1461
E01021590,1472
E01021591,1504
E01021550,1401
E01021597,1473
E01021598,1480
E01021600,1173
E01021601,1556
E01021616,1441
E01021617,1370
E01021619,1511
E01021620,1452
E01021623,1249
E01021624,1235
E01021536,1577
E01021537,2016
E01021568,1586
E01033142,2189
E01033144,1849
E01021576,1642
E01021588,1413
E01021589,1509
E01021592,1596
E01021596,1575
E01021618,1486
E01021621,1559
E01021622,1465
E01021625,1450
E01021626,1413
E01021544,1322
E01021545,1624
E01021546,1459
E01021547,1560
E01021628,1686
E01021629,1667
E01021573,1718
E01021575,1705
E01021599,1837
E01021631,1904
E01033138,1525
E01033139,1479
E01021574,2369
E01021578,1713
E01021582,1861
E01021627,1549
E01033140,1115
E01033141,1031
E01021551,1362
E01021632,1445
E01021633,1388
E01021634,1518
E01021635,1379
E01021636,1096
E01021556,1664
E01021577,1483
E01021579,1613
E01021580,1452
E01021584,1225
E01021548,1312
E01021560,1654
E01021561,1786
E01021564,1497
E01021571,1601
E01021562,1762
E01021563,1686
E01021565,1596
E01021566,1720
E01033137,1582
E01033145,1384
E01021557,1266
E01021558,1265
E01021583,1581
E01021585,1273
E01021586,1550
E01021533,2272
E01021535,1781
E01021569,1610
E01021570,1935
E01021572,1532
E01021552,1539
E01021553,1384
E01021554,1446
E01021555,1377
E01021559,1507
E01021602,1676
E01021604,2273
E01033143,2569
E01021611,1505
E01021612,1525
E01021613,1818
E01021614,1765
E01021615,1472
E01021605,1250
E01021606,1708
E01021607,1522
E01021608,1141
E01021609,1421
E01021610,1320
E01021593,1667
E01021594,1623
E01021595,1724
E07000071,173614
E01021655,1392
E01021656,1551
E01021659,2074
E01021661,1772
E01021668,1657
E01021669,1542
E01021670,1555
E01021671,1456
E01033720,2030
E01033721,1808
E01021660,1479
E01021728,1635
E01021729,1706
E01021730,1731
E01021679,2383
E01021680,2841
E01021681,2701
E01021682,2706
E01021646,2016
E01021647,1800
E01021648,2362
E01021649,1883
E01021650,1964
E01021696,1561
E01021697,1663
E01021698,1500
E01021699,1490
E01021700,1515
E01033719,1658
E01033722,1597
E01021673,1428
E01021674,1360
E01021675,1313
E01021676,1444
E01021654,1912
E01021662,1596
E01021663,1102
E01021677,1213
E01021678,1343
E01021683,2469
E01021684,1517
E01021685,1918
E01021686,1849
E01021687,1640
E01021688,1416
E01021718,1516
E01021719,1539
E01021720,1555
E01021721,1982
E01021722,1673
E01021651,1635
E01021652,1522
E01021653,1333
E01021717,1764
E01021689,1446
E01021690,1320
E01021691,1459
E01021692,1494
E01021693,1658
E01021711,1295
E01021713,1189
E01021714,1795
E01021715,1460
E01033723,2927
E01021657,1586
E01021658,1058
E01021664,2041
E01021665,1367
E01021666,1299
E01021667,1472
E01021736,3383
E01021737,1230
E01021738,2102
E01021739,1559
E01021740,1730
E01021637,1182
E01021638,1258
E01021639,1988
E01021640,1206
E01021641,1403
E01021642,2005
E01021643,2452
E01021644,1708
E01021645,1495
E01021694,1446
E01021695,1144
E01021723,1638
E01021724,1668
E01021725,1284
E01021726,1522
E01021727,1454
E01021731,1440
E01021732,1520
E01021733,1498
E01021734,1351
E01021735,1350
E01021708,1407
E01021709,1436
E01021710,1949
E01021702,1331
E01021703,1284
E01021704,1514
E01021705,2027
E01021706,1351
E01021707,1366
E07000072,124880
E01021768,2134
E01021795,2031
E01021797,1314
E01021798,1539
E01021799,1635
E01021741,1977
E01021792,1204
E01021793,1519
E01021794,1144
E01021801,2186
E01021769,2223
E01021796,2115
E01021800,2251
E01021753,1410
E01021754,1539
E01021755,1102
E01021802,2221
E01021760,1515
E01021761,1859
E01021762,1380
E01021763,1505
E01021756,1529
E01021757,1631
E01021758,1548
E01021759,1494
E01021811,1363
E01021813,1380
E01021814,1524
E01021815,1548
E01021816,1330
E01021807,1537
E01021808,1496
E01021809,1424
E01021810,1841
E01021817,2510
E01021806,2222
E01021812,1238
E01021818,1761
E01021770,2007
E01021803,1324
E01021804,1443
E01021805,1295
E01021774,1414
E01021775,1459
E01021776,1367
E01021777,1375
E01021778,1462
E01021779,1506
E01021786,1253
E01021787,1549
E01021788,1566
E01021789,1573
E01021790,1487
E01021791,1559
E01021771,1531
E01021772,1493
E01021773,1519
E01021783,1555
E01021784,1538
E01021780,1467
E01021781,1483
E01021782,1414
E01021785,1624
E01021742,1383
E01021743,1697
E01021744,1554
E01021745,1531
E01021746,1797
E01021747,1731
E01021748,1733
E01021749,2198
E01021750,1269
E01021751,1346
E01021752,1552
E01021764,1788
E01021765,1627
E01021766,1496
E01021767,1736
E07000073,82177
E01021854,1638
E01021855,1396
E01021856,1423
E01021857,2507
E01021844,1364
E01021845,1437
E01021846,1358
E01021847,1457
E01021848,1589
E01021849,1604
E01021850,1439
E01021851,1494
E01021852,1566
E01021853,1339
E01021839,1521
E01021840,1443
E01021841,1389
E01021842,1533
E01021843,2112
E01021824,1727
E01021825,1625
E01021826,1606
E01021827,1643
E01021828,2317
E01021819,1558
E01021820,1510
E01021822,1611
E01021823,1725
E01021870,1310
E01021831,1422
E01021868,1600
E01021869,1354
E01021871,1470
E01021872,1847
E01021821,1339
E01021834,1503
E01021835,1496
E01021836,1442
E01021837,1443
E01021829,1466
E01021830,1187
E01021832,1252
E01021833,1218
E01021865,1341
E01021838,1495
E01021858,1494
E01021859,1462
E01021860,1525
E01021861,1302
E01021862,1453
E01021863,1606
E01021864,1449
E01021866,1349
E01021867,1421
E07000074,61720
E01021908,1985
E01021909,1348
E01021910,1476
E01021911,1248
E01021882,2028
E01021883,1643
E01021912,1997
E01021913,1499
E01021884,1419
E01021885,1133
E01021886,1485
E01021887,2221
E01021888,1952
E01021889,2195
E01021890,1746
E01021891,1471
E01021892,1026
E01021893,1549
E01021894,1243
E01021895,1230
E01021896,1348
E01021897,1155
E01021898,1268
E01021901,1883
E01021904,1508
E01021905,1257
E01021906,1509
E01021907,2177
E01021873,1371
E01021874,1349
E01021875,1406
E01021899,1386
E01021900,1096
E01021902,1809
E01021903,1614
E01021878,1402
E01021879,1370
E01021880,1432
E01021881,1169
E01033057,2317
E07000075,83333
E01021942,1580
E01021943,1749
E01021944,1634
E01021945,1562
E01021914,2106
E01021927,1356
E01021928,1543
E01021929,1648
E01021931,1336
E01021933,1366
E01021934,1416
E01021935,1350
E01021936,1696
E01021937,1649
E01021938,1501
E01021939,1686
E01021940,2126
E01021941,2091
E01021915,1339
E01021916,1072
E01021953,1485
E01021955,1830
E01021918,1523
E01021919,1300
E01021925,1647
E01021960,2193
E01021961,1491
E01021920,2027
E01021926,2110
E01021957,1478
E01021958,1244
E01021959,1705
E01021930,1381
E01021932,1530
E01021952,1408
E01021954,1519
E01021956,1457
E01021950,1468
E01021951,1274
E01021962,1248
E01021963,1363
E01021964,1580
E01021966,1746
E01021946,1554
E01021947,1199
E01021948,1334
E01021949,1516
E01021965,2288
E01021917,1876
E01021921,1509
E01021922,1588
E01021923,1368
E01021924,1288
E07000076,138062
E01021997,1324
E01021998,1354
E01021999,1721
E01022001,1668
E01022000,1627
E01022006,1618
E01022007,1691
E01033051,2369
E01021978,2247
E01022013,1561
E01022014,1361
E01022015,1395
E01022019,1487
E01022020,1741
E01022021,1372
E01021991,1013
E01021992,1174
E01022002,1919
E01022004,1653
E01022005,1710
E01022028,1355
E01021971,1040
E01021972,1275
E01022051,1451
E01022052,1442
